,Player,Team,FG%,3PM,3P%,FTM,FT%,STL,PF,TD3,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,TO Ratio,USG%,PACE,PIE,POSS,DEF RTG,%DREB,STL%,%BLK,OPPPTSOFFTOV,OPPPTSPAINT,DEFWS,%FGA2PT,%PTS2PT MR,%PTSFBPs,%PTSFT,%PTSOffTO,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST,C&SFGM,C&SFG%,C&S3P%,DFGA,DFG%,ContestedDREB%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance,DriveFGM,DriveFG%,DriveFTM,DriveFT%,DrivePTS%,DrivePASS,DrivePASS%,DriveAST,DriveAST%,DriveTOV%,DrivePF%,ContestedOREB%,DeferredOREB Chances,AdjustedOREB Chance%,AVG OREBDistance,PaintTouches,PaintTouch FGM,PaintTouch FTM,PaintTouch FT%,PaintTouch PTS%,PaintTouch PASS%,PaintTouch AST,PaintTouch AST%,PaintTouch TOV%,PaintTouch PF%,PassesMade,SecondaryAST,ASTToPass%,Pull UpFGM,Pull Up3PM,Pull Up3P%,AvgSpeedOff,AvgSpeedDef,Front CTTouches,AvgDribPerTouch,PTSPerTouch,PTSPerElbow Touch,PTSPerPost Touch,PostTouchFGM,PostTouchFTM,PostTouchFT%,PostTouchPASS%,PostTouchAST,PostTouchAST%,PostTouchTO,PostTouchTOV%,PostTouchPF%
340,Willie Cauley-Stein,DAL,63.2,0.0,9.1,0.9,62.8,0.4,2.4,0,9.4,5.3,1.21,12.4,7.3,17.5,10.3,12.0,99.0,8.4,1851.0,105.0,25.2,16.8,48.9,4.3,15.1,0.079,94.0,5.0,10.7,17.5,14.3,100.0,0.0,82.6,17.4,0.1,27.8,9.1,3.3,58.0,26.5,0.7,66.9,5.2,0.1,55.6,0.1,75.0,81.3,0.1,18.8,0.0,12.5,6.3,12.5,59.1,0.0,49.3,6.2,4.8,1.7,0.5,65.9,83.1,31.8,0.2,3.5,4.7,8.6,18.0,0.2,3.7,0.1,0.0,0.0,4.56,4.02,11.3,0.41,0.231,0.315,0.0,0.0,0.0,0.0,66.7,0.0,16.7,0.0,33.3,0.0
341,Glenn Robinson III,SAC,42.4,0.7,36.4,0.9,91.3,0.2,1.0,0,-17.3,7.5,1.82,14.2,2.8,9.4,7.8,13.5,102.74,5.7,793.0,122.5,14.5,7.1,6.8,7.4,19.3,-0.009,55.6,1.7,5.0,17.3,5.8,100.0,0.0,76.2,23.8,0.7,39.0,38.5,1.6,75.0,20.6,0.1,65.4,7.5,0.6,50.0,0.3,100.0,61.5,0.9,38.5,0.2,9.6,3.8,5.8,63.6,0.1,34.4,9.4,1.0,0.3,0.0,0.0,63.6,18.2,0.0,0.0,9.1,0.0,12.0,0.0,7.2,0.3,0.0,20.0,4.91,4.26,11.1,1.13,0.294,0.4,1.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0
342,Maurice Harkless,SAC,41.8,0.6,27.4,0.9,76.7,0.8,2.3,0,-2.9,7.1,2.0,17.5,1.7,9.7,8.8,11.4,102.73,4.4,1654.0,112.7,14.8,20.5,26.0,7.8,22.2,0.049,49.1,6.2,9.8,17.0,19.1,91.3,8.7,78.3,21.7,0.6,27.8,26.9,1.7,67.2,25.0,0.3,60.3,7.4,0.5,54.8,0.4,65.0,72.7,0.5,27.3,0.2,9.1,3.0,15.2,53.8,0.1,27.7,7.4,1.0,0.3,0.2,90.0,89.5,10.5,0.1,5.3,7.9,13.2,15.6,0.1,7.6,0.2,0.1,50.0,4.42,4.05,11.9,0.93,0.243,0.25,0.286,0.0,0.0,0.0,57.1,0.1,28.6,0.0,0.0,0.0
343,D.J. Wilson,HOU,40.5,0.9,34.5,0.5,68.0,0.3,1.3,0,-11.3,8.8,1.05,10.3,4.2,19.9,9.8,19.5,102.07,8.7,919.0,111.0,28.3,17.5,30.8,4.8,11.4,0.035,48.2,8.7,6.0,9.3,11.5,93.3,6.7,83.8,16.2,0.9,36.1,34.7,1.9,60.6,27.2,0.5,71.9,4.4,0.2,50.0,0.2,75.0,67.6,0.3,35.3,0.2,17.6,2.9,11.8,75.0,0.1,37.0,4.8,2.0,0.5,0.1,50.0,63.8,30.4,0.1,2.9,7.2,7.2,14.3,0.1,4.6,0.3,0.1,40.0,4.59,4.04,10.7,0.67,0.256,0.447,0.286,0.0,0.0,0.0,28.6,0.0,14.3,0.0,14.3,0.0
344,Dylan Windler,CLE,43.8,0.8,33.8,0.7,77.8,0.6,1.2,0,-6.5,8.9,1.03,15.9,3.9,17.1,15.5,14.0,101.87,8.2,1092.0,111.1,25.1,22.6,17.6,6.7,17.3,0.048,40.8,2.5,9.3,13.1,18.6,96.2,3.8,73.7,26.3,0.8,32.4,32.4,2.4,64.9,23.0,0.5,69.6,6.6,0.4,54.5,0.3,75.0,50.0,1.0,48.5,0.2,10.6,7.6,9.1,65.0,0.1,37.7,7.4,1.1,0.4,0.1,100.0,82.4,41.2,0.1,8.8,2.9,2.9,17.8,0.1,6.0,0.1,0.0,100.0,4.92,4.22,15.8,0.79,0.214,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,Patrick Patterson,LAC,43.6,1.1,35.7,0.3,76.5,0.4,1.2,0,2.1,6.9,2.64,13.6,3.2,9.3,5.2,13.5,99.85,6.6,1209.0,109.1,14.0,16.3,21.1,4.4,16.0,0.053,32.1,8.1,8.1,6.6,13.2,97.5,2.5,83.3,16.7,1.2,38.9,36.8,1.8,64.2,23.2,0.4,69.1,7.8,0.1,60.0,0.1,50.0,53.3,0.1,33.3,0.0,6.7,13.3,13.3,47.4,0.0,54.3,6.6,1.1,0.5,0.1,100.0,97.6,23.8,0.0,2.4,2.4,2.4,13.6,0.2,5.6,0.1,0.0,0.0,4.41,3.82,10.6,0.42,0.281,0.727,0.909,0.1,0.0,50.0,27.3,0.0,0.0,0.0,0.0,9.1
346,Goga Bitadze,IND,42.8,0.4,25.3,1.0,73.8,0.2,2.1,0,-0.8,8.7,2.18,13.4,9.5,14.8,6.2,16.9,105.27,7.8,1227.0,109.3,23.1,10.0,60.0,4.2,13.8,0.043,59.3,5.2,10.0,19.5,14.3,100.0,0.0,72.3,27.7,0.5,28.0,26.7,3.8,52.9,33.3,0.6,58.1,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.1,45.1,4.1,3.3,1.0,0.6,69.4,81.0,21.8,0.1,2.0,3.4,12.2,15.4,0.1,5.4,0.0,0.0,0.0,4.55,3.92,12.8,0.37,0.245,0.441,0.5,0.1,0.1,75.0,42.3,0.0,0.0,0.0,0.0,7.7
347,Jake Layman,MIN,49.5,0.5,29.5,0.6,70.3,0.6,1.0,0,-5.8,6.7,1.08,11.1,1.9,8.3,10.3,14.7,104.15,7.4,1360.0,107.3,12.2,22.0,23.5,4.9,13.6,0.055,57.6,2.6,17.3,11.2,22.5,100.0,0.0,82.4,17.6,0.4,30.8,31.3,1.4,70.3,33.3,0.3,71.1,7.1,0.4,47.4,0.2,80.0,69.7,0.4,27.3,0.1,7.6,6.1,7.6,38.5,0.1,39.4,11.6,1.1,0.5,0.1,83.3,104.2,22.9,0.0,2.1,10.4,6.3,10.7,0.1,5.8,0.1,0.1,21.4,4.98,3.94,9.6,1.07,0.32,1.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
348,Isaiah Hartenstein,CLE,55.0,0.0,33.3,1.0,64.8,0.4,2.3,0,2.1,14.7,1.25,18.3,11.4,20.7,14.6,18.7,99.97,10.8,1152.0,105.7,30.4,19.8,60.0,4.0,10.1,0.055,96.5,2.5,5.1,19.5,16.9,100.0,0.0,78.7,21.3,0.1,35.3,20.0,2.4,58.7,34.5,0.4,60.7,5.6,0.2,64.3,0.1,50.0,85.2,0.2,25.9,0.0,7.4,7.4,11.1,72.3,0.1,37.8,4.2,4.7,1.4,0.5,65.8,71.3,32.4,0.2,5.1,4.2,7.9,16.4,0.1,7.3,0.0,0.0,100.0,4.56,4.02,13.4,0.51,0.235,0.504,0.105,0.0,0.0,100.0,57.9,0.0,10.5,0.0,5.3,5.3
349,Sekou Doumbouya,DET,37.9,0.5,22.6,0.8,70.3,0.4,1.7,0,-6.9,8.0,1.07,11.7,4.5,11.7,10.9,17.6,99.17,4.5,1792.0,111.5,18.2,17.3,8.4,6.1,16.3,0.042,59.2,0.0,16.8,15.8,17.5,100.0,0.0,74.8,25.2,0.5,23.2,23.1,1.6,72.5,27.9,0.5,61.9,6.5,0.3,35.8,0.3,80.0,53.5,0.5,25.7,0.2,10.9,9.9,9.9,61.5,0.0,39.0,7.9,1.7,0.6,0.3,62.5,81.3,17.7,0.0,2.1,6.3,11.5,14.1,0.1,5.9,0.0,0.0,20.0,4.62,3.94,11.4,0.84,0.245,0.947,0.45,0.0,0.1,83.3,30.0,0.0,5.0,0.0,10.0,15.0
350,Nerlens Noel,NYK,61.4,0.0,0.0,0.8,71.4,1.1,2.8,0,0.7,4.1,0.71,12.6,9.4,16.4,17.8,9.2,96.74,8.2,3106.0,108.5,24.6,30.0,70.1,7.7,22.9,0.086,98.7,4.3,3.7,15.4,16.4,0.0,0.0,73.7,26.3,0.1,33.3,0.0,6.7,51.7,30.6,1.0,55.7,4.4,0.1,83.3,0.0,100.0,133.3,0.0,22.2,0.0,0.0,0.0,11.1,61.3,0.2,45.4,6.0,5.2,1.8,0.4,71.1,78.3,28.9,0.3,4.8,9.0,5.4,24.1,0.1,3.0,0.0,0.0,0.0,4.61,4.01,12.4,0.42,0.172,0.267,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
351,Marc Gasol,LAL,45.4,1.0,41.0,0.7,72.0,0.5,2.2,0,4.3,14.5,2.06,28.9,3.9,17.4,14.1,11.7,99.96,8.3,2068.0,104.2,24.0,17.1,52.3,6.3,19.2,0.092,37.1,3.1,0.0,13.7,11.8,98.0,2.0,87.5,12.5,1.1,42.3,41.7,4.6,60.4,32.2,0.6,67.6,5.5,0.0,40.0,0.0,0.0,23.5,0.2,64.7,0.0,11.8,0.0,0.0,71.1,0.0,44.7,6.0,1.9,0.5,0.3,83.3,65.3,51.0,0.2,11.2,8.2,9.2,28.6,0.3,7.3,0.1,0.0,0.0,3.82,3.59,21.3,0.33,0.147,0.206,0.343,0.2,0.1,50.0,45.7,0.1,8.6,0.1,10.0,4.3
352,Jordan McLaughlin,MIN,41.3,0.6,35.9,0.5,76.7,1.0,0.9,0,-6.3,29.2,3.78,38.6,2.0,9.0,10.2,13.3,103.41,9.5,2018.0,108.8,13.2,29.3,4.8,6.3,17.2,0.064,62.0,3.1,25.4,9.0,24.6,90.9,9.1,55.0,45.0,0.5,39.4,40.6,1.1,74.1,19.5,0.1,74.4,9.5,0.8,40.0,0.1,75.0,29.1,3.2,53.8,0.7,11.7,5.7,1.3,33.3,0.0,39.6,14.3,0.5,0.2,0.0,0.0,64.0,36.0,0.0,0.0,4.0,0.0,35.4,0.4,10.7,0.2,0.1,22.2,5.04,4.08,15.8,4.03,0.118,0.714,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
353,Bismack Biyombo,CHA,58.7,0.0,0.0,0.7,44.8,0.3,2.1,0,-8.9,8.7,1.14,18.5,9.4,15.0,16.2,11.3,99.47,6.8,2782.0,111.7,21.9,7.9,47.7,7.2,19.5,0.054,99.6,0.0,7.3,14.2,17.2,0.0,0.0,87.3,12.7,0.0,14.3,0.0,3.7,55.7,35.2,0.7,60.0,5.0,0.0,50.0,0.0,0.0,40.0,0.0,60.0,0.0,0.0,0.0,0.0,65.0,0.1,42.7,6.5,6.3,1.9,0.4,48.1,66.7,33.3,0.3,5.3,9.3,6.0,20.0,0.2,6.2,0.0,0.0,0.0,4.38,3.84,16.7,0.39,0.196,0.258,0.29,0.1,0.0,50.0,61.3,0.0,0.0,0.0,3.2,3.2
354,Trey Lyles,SAS,47.8,0.6,35.0,0.7,65.2,0.3,0.6,0,-14.5,6.0,2.33,11.6,2.2,21.3,5.0,12.8,99.67,9.8,743.0,112.9,30.2,12.2,3.4,4.3,14.8,0.035,55.6,3.5,10.4,13.1,22.6,100.0,0.0,79.1,20.9,0.6,37.1,39.4,2.3,60.4,28.6,0.3,74.0,4.8,0.7,63.0,0.4,64.3,74.1,0.9,34.5,0.1,3.4,5.2,12.1,66.7,0.0,37.5,7.2,0.6,0.2,0.3,75.0,123.1,7.7,0.0,0.0,0.0,30.8,18.6,0.0,3.3,0.2,0.0,14.3,4.59,3.95,11.0,0.88,0.211,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
355,Precious Achiuwa,MIA,54.4,0.0,0.0,0.9,50.9,0.3,1.5,0,-7.2,6.4,0.67,8.3,9.7,17.4,12.3,18.4,101.39,8.6,1555.0,109.2,25.9,17.4,47.5,4.8,10.1,0.042,99.6,0.7,9.9,18.4,18.1,0.0,0.0,73.4,26.6,0.0,0.0,0.0,2.4,59.5,31.1,0.7,60.3,4.7,0.1,38.1,0.1,50.0,60.0,0.1,11.4,0.0,2.9,5.7,14.3,63.0,0.0,42.0,4.8,4.3,1.5,0.5,43.3,81.9,18.9,0.1,2.6,6.8,12.5,10.7,0.1,4.4,0.1,0.0,0.0,4.62,4.13,9.4,0.79,0.303,0.462,0.22,0.0,0.0,50.0,63.4,0.1,9.8,0.0,7.3,4.9
356,Caleb Martin,CHA,37.5,0.6,24.8,0.8,64.1,0.7,1.2,0,-4.9,12.3,2.03,17.5,3.6,12.5,8.6,16.4,99.93,6.7,1696.0,109.5,19.6,27.8,15.2,5.3,13.6,0.051,51.2,10.6,20.5,15.6,16.7,87.1,12.9,68.8,31.3,0.6,27.1,25.5,1.8,60.0,22.7,0.4,69.6,7.7,0.5,51.0,0.3,63.6,53.2,0.9,37.3,0.2,7.1,10.3,8.7,48.4,0.0,49.2,11.7,0.6,0.1,0.0,33.3,45.2,29.0,0.1,12.9,3.2,12.9,14.5,0.2,8.7,0.2,0.1,21.1,4.99,4.18,14.0,1.39,0.237,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,E'Twaun Moore,PHX,45.5,0.4,31.4,0.4,85.7,0.6,1.2,0,0.5,14.0,1.74,20.9,3.5,8.0,12.0,16.4,101.31,6.4,822.0,107.9,11.2,25.0,13.9,4.1,14.6,0.055,71.1,10.5,3.0,9.0,15.8,90.9,9.1,52.7,47.3,0.4,32.3,27.6,1.2,75.0,35.5,0.0,64.6,7.8,1.0,55.1,0.1,100.0,69.1,1.0,33.3,0.4,12.3,3.7,1.2,57.1,0.0,48.3,11.6,0.6,0.2,0.0,0.0,62.5,31.3,0.1,12.5,0.0,0.0,19.6,0.4,7.6,0.7,0.1,50.0,4.82,4.04,11.6,3.52,0.191,0.667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,Jerome Robinson,WAS,29.5,0.6,26.2,0.9,80.0,0.7,1.8,0,-13.1,11.4,1.32,17.1,1.1,10.5,13.0,16.1,104.83,3.1,660.0,113.1,15.3,30.8,27.3,7.8,16.1,0.04,55.8,21.7,6.0,19.2,26.5,100.0,0.0,71.4,28.6,0.6,25.6,25.0,1.6,63.0,5.9,0.3,68.0,8.5,0.3,20.0,0.4,87.5,28.6,1.5,41.3,0.3,7.9,12.7,6.3,50.0,0.0,33.3,4.6,0.4,0.1,0.0,0.0,28.6,42.9,0.0,0.0,14.3,0.0,17.9,0.3,8.2,0.7,0.1,33.3,5.06,4.18,16.2,2.14,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,Tyler Cook,DET,67.0,0.0,50.0,0.5,48.6,0.3,1.1,0,-4.2,5.7,0.81,11.0,6.5,14.9,13.5,13.6,99.44,8.8,908.0,110.8,21.8,14.5,5.9,5.6,15.9,0.039,98.1,0.0,9.0,10.9,12.8,100.0,0.0,69.6,30.4,0.0,50.0,50.0,1.0,66.7,11.9,0.3,71.3,5.9,0.2,46.7,0.0,25.0,69.6,0.2,21.7,0.0,4.3,4.3,8.7,46.4,0.1,47.5,7.4,2.5,1.3,0.1,75.0,108.8,31.3,0.2,6.3,6.3,2.5,13.0,0.0,4.1,0.0,0.0,0.0,4.6,3.89,9.6,0.77,0.279,0.4,0.372,0.2,0.1,50.0,37.2,0.0,2.3,0.1,9.3,9.3
360,Brandon Goodwin,ATL,37.7,0.7,31.1,0.6,65.1,0.4,0.9,0,-4.4,24.6,2.64,25.4,1.2,9.7,9.6,19.0,99.05,7.2,1276.0,109.1,13.8,18.5,0.0,4.6,12.2,0.045,53.8,4.4,17.5,12.3,16.2,68.8,31.3,42.9,57.1,0.4,29.9,29.7,0.7,71.4,11.5,0.2,70.1,8.0,0.6,39.0,0.3,75.0,37.4,1.9,46.7,0.5,11.8,7.2,4.1,12.5,0.0,21.6,10.1,0.3,0.0,0.0,50.0,38.5,46.2,0.0,15.4,0.0,0.0,22.7,0.2,8.9,0.6,0.3,31.6,4.52,4.03,11.8,4.21,0.165,1.25,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
361,Gabe Vincent,MIA,37.8,0.9,30.9,0.4,87.0,0.4,1.6,0,-5.9,16.1,1.97,19.6,1.6,6.8,9.9,18.4,97.74,4.9,1335.0,110.3,10.6,22.3,3.3,4.6,9.6,0.04,36.1,2.5,10.3,8.3,21.9,80.4,19.6,64.8,35.2,0.7,29.2,29.5,0.8,61.5,21.7,0.2,66.7,9.4,0.6,50.0,0.1,83.3,43.5,1.4,48.3,0.4,13.6,6.8,2.0,50.0,0.0,41.7,11.3,0.3,0.1,0.0,50.0,81.3,43.8,0.0,0.0,12.5,6.3,14.3,0.2,9.4,0.4,0.3,35.1,4.65,4.01,9.9,3.33,0.232,1.167,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
362,Wesley Matthews,LAL,35.3,1.1,33.5,0.6,85.4,0.7,1.4,0,1.9,6.5,2.08,15.7,1.8,6.4,7.5,11.1,99.34,4.4,2335.0,105.0,9.3,22.5,13.5,6.7,18.9,0.09,21.8,1.4,12.2,12.5,18.3,97.0,3.0,87.6,12.4,1.0,34.5,34.7,1.1,66.2,35.6,0.3,59.8,9.2,0.2,37.5,0.1,62.5,32.0,0.7,54.7,0.1,10.7,8.0,5.3,35.0,0.0,44.4,15.1,0.6,0.1,0.0,100.0,51.5,51.5,0.1,12.1,3.0,3.0,16.1,0.1,5.8,0.2,0.1,29.6,4.45,3.96,14.3,0.68,0.226,0.417,0.133,0.0,0.0,0.0,73.3,0.1,20.0,0.0,6.7,0.0
363,Aaron Nesmith,BOS,43.8,0.9,37.0,0.5,78.6,0.3,1.9,0,-0.5,4.7,1.0,9.7,4.1,14.6,9.7,13.3,101.13,6.0,1409.0,109.1,20.8,16.5,10.5,5.5,13.5,0.05,39.3,4.6,8.3,10.1,14.7,100.0,0.0,73.1,26.9,0.8,39.8,39.8,1.3,71.2,27.3,0.3,69.2,6.2,0.3,42.9,0.2,66.7,45.2,0.7,41.1,0.2,9.6,8.2,8.2,67.9,0.1,46.7,8.3,0.7,0.3,0.0,0.0,97.0,21.2,0.0,0.0,15.2,0.0,11.7,0.1,4.3,0.2,0.1,20.0,4.53,4.15,9.5,0.81,0.284,0.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
364,Troy Brown Jr.,CHI,43.1,0.6,31.4,0.4,71.4,0.3,1.4,0,3.1,7.6,1.38,14.4,3.9,15.8,10.4,14.1,100.38,6.7,1091.0,107.5,23.1,14.5,17.1,5.1,14.4,0.06,51.4,8.7,16.1,9.3,18.6,100.0,0.0,74.2,25.8,0.6,28.4,31.1,0.9,76.7,10.6,0.4,69.7,5.7,0.2,38.9,0.1,100.0,39.0,0.5,39.0,0.1,7.3,12.2,2.4,65.0,0.0,52.6,10.6,0.8,0.4,0.0,0.0,96.2,42.3,0.0,3.8,3.8,3.8,14.2,0.2,6.0,0.4,0.1,25.0,4.75,4.11,11.6,1.6,0.241,0.667,1.5,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
365,Damian Jones,SAC,68.0,0.0,20.0,1.1,72.4,0.3,2.0,0,-5.1,7.5,1.12,15.8,6.4,15.6,14.1,12.0,102.95,8.3,1167.0,110.0,23.2,11.6,51.8,5.1,15.3,0.045,95.1,2.2,12.0,23.0,12.0,100.0,0.0,88.6,11.4,0.2,36.8,20.0,2.8,60.2,32.9,0.5,61.6,6.0,0.1,100.0,0.0,0.0,133.3,0.0,16.7,0.0,0.0,0.0,0.0,55.6,0.1,43.9,5.9,3.3,1.2,0.7,77.8,97.6,23.6,0.1,3.9,7.1,12.6,13.2,0.1,5.6,0.0,0.0,0.0,4.35,4.06,10.9,0.48,0.27,0.692,0.429,0.1,0.0,0.0,50.0,0.1,14.3,0.0,7.1,0.0
366,Grant Williams,BOS,43.7,0.8,37.2,0.5,58.8,0.5,2.6,0,-1.9,7.9,1.14,16.4,4.0,11.3,14.4,12.0,101.01,4.0,2393.0,109.3,16.4,16.1,17.4,5.3,16.2,0.061,47.8,3.4,5.4,10.2,19.4,100.0,0.0,82.4,17.6,0.7,37.9,37.5,2.1,65.2,29.2,0.4,61.6,5.8,0.2,37.9,0.1,66.7,41.7,0.4,34.7,0.2,13.9,11.1,8.3,50.0,0.1,40.7,7.8,1.5,0.4,0.1,66.7,65.6,31.2,0.0,1.1,10.8,5.4,19.6,0.2,5.2,0.1,0.0,42.9,4.46,3.94,13.4,0.59,0.185,0.207,0.488,0.1,0.0,50.0,41.9,0.0,2.3,0.1,11.6,4.7
367,Semi Ojeleye,BOS,40.3,1.0,36.7,0.4,75.0,0.3,1.0,0,-0.2,5.4,1.76,12.6,3.2,12.1,7.2,11.4,99.0,6.3,1963.0,107.8,17.2,12.3,0.0,5.8,16.1,0.063,28.5,2.3,11.9,9.3,14.2,98.3,1.7,85.4,14.6,1.0,37.4,37.6,1.3,73.6,25.9,0.3,70.3,7.2,0.2,42.9,0.1,70.0,41.0,0.5,44.3,0.2,14.8,8.2,8.2,32.3,0.1,50.8,12.2,0.8,0.3,0.2,83.3,87.0,30.4,0.0,4.3,10.9,10.9,16.3,0.0,4.1,0.1,0.0,15.4,4.73,3.92,9.7,0.58,0.219,0.353,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
368,Nassir Little,POR,46.7,0.6,35.0,0.8,80.0,0.1,1.1,0,-2.2,4.9,1.28,10.1,4.6,14.4,7.9,13.5,99.06,7.2,1317.0,118.4,21.7,7.0,18.8,3.9,12.9,0.009,52.1,5.5,11.8,16.3,8.6,82.1,17.9,65.4,34.6,0.4,36.2,37.5,1.7,69.5,14.6,0.3,74.4,5.2,0.4,54.8,0.2,68.8,74.6,0.3,23.8,0.1,7.9,9.5,12.7,56.3,0.0,48.5,8.7,0.8,0.3,0.0,100.0,73.0,32.4,0.0,5.4,2.7,2.7,10.3,0.1,4.7,0.3,0.1,25.0,4.58,4.04,6.9,1.19,0.313,0.5,0.667,0.0,0.0,100.0,66.7,0.0,0.0,0.0,0.0,33.3
369,Onyeka Okongwu,ATL,64.4,0.0,0.0,0.7,63.2,0.5,2.0,0,-6.3,4.7,0.62,8.2,10.0,17.2,13.2,14.1,101.4,8.7,1266.0,112.6,25.6,23.2,68.8,4.3,11.8,0.029,98.0,0.9,3.5,15.8,19.3,0.0,0.0,75.0,25.0,0.0,16.7,0.0,2.7,59.7,37.6,0.4,65.6,5.4,0.0,100.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,44.9,7.0,3.7,1.5,0.4,52.6,92.4,18.5,0.1,2.7,5.4,9.8,9.5,0.0,3.8,0.0,0.0,0.0,4.43,4.13,7.4,0.33,0.336,0.653,0.964,0.2,0.0,100.0,25.0,0.0,3.6,0.0,7.1,3.6
370,Rodney Hood,TOR,36.2,0.6,30.1,0.4,85.7,0.4,1.3,0,-6.6,8.3,1.47,14.7,2.3,8.4,10.0,13.9,99.67,3.7,1957.0,114.0,12.6,17.3,7.1,5.5,16.5,0.033,56.5,23.6,6.9,9.7,17.9,79.4,20.6,47.9,52.1,0.3,24.3,24.7,1.4,63.2,18.8,0.2,70.2,8.0,0.3,32.0,0.2,78.6,47.8,0.4,26.1,0.1,5.4,10.9,7.6,47.8,0.1,54.8,8.3,0.5,0.0,0.0,0.0,16.0,64.0,0.1,12.0,4.0,0.0,16.3,0.1,5.9,0.9,0.3,42.1,4.51,3.84,12.2,2.34,0.199,0.429,0.593,0.1,0.0,0.0,25.9,0.1,14.8,0.0,3.7,0.0
371,Solomon Hill,ATL,35.9,1.0,32.1,0.5,76.1,0.7,1.6,0,1.0,6.5,1.79,17.2,2.8,11.1,9.7,10.2,99.93,4.5,3148.0,110.6,16.1,21.8,8.9,6.8,21.5,0.063,28.9,2.5,7.3,11.0,13.9,100.0,0.0,85.0,15.0,0.9,31.5,31.5,1.8,73.3,30.2,0.5,68.3,6.4,0.3,48.7,0.3,100.0,56.5,0.7,44.4,0.2,13.0,9.3,8.3,47.6,0.0,51.9,11.3,0.6,0.2,0.0,25.0,51.1,42.2,0.1,8.9,0.0,4.4,18.3,0.2,5.8,0.1,0.1,41.7,4.29,3.91,13.0,0.76,0.188,0.222,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,33.3,0.0
372,Charlie Brown Jr.,OKC,30.2,0.6,23.8,1.0,90.0,0.4,2.1,0,-12.7,8.0,1.5,14.5,1.7,9.1,9.7,14.0,104.49,2.1,330.0,113.0,13.6,18.2,16.7,6.1,19.1,0.039,51.2,15.0,15.0,22.5,17.5,100.0,0.0,84.6,15.4,0.7,31.6,29.4,1.4,61.5,35.7,0.1,77.8,7.3,0.2,28.6,0.0,0.0,36.4,0.2,18.2,0.0,0.0,18.2,0.0,0.0,0.2,30.0,19.1,0.3,0.1,0.0,0.0,66.7,66.7,0.0,0.0,0.0,0.0,9.7,0.1,10.3,0.2,0.0,0.0,5.15,4.29,10.1,1.26,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Al-Farouq Aminu,CHI,38.4,0.3,21.6,0.8,81.8,0.8,1.3,0,-6.2,10.1,1.11,18.8,5.0,20.0,17.0,13.8,98.01,7.5,887.0,109.0,26.3,32.8,26.5,5.2,15.7,0.063,62.6,11.8,10.8,17.7,9.8,87.5,12.5,55.3,44.7,0.4,25.7,23.5,2.0,65.2,25.0,0.7,75.2,7.1,0.3,53.8,0.1,100.0,44.7,0.7,42.1,0.1,7.9,21.1,2.6,50.0,0.1,50.0,6.2,1.8,0.4,0.2,80.0,56.1,29.3,0.2,9.8,12.2,4.9,23.8,0.2,5.7,0.2,0.0,0.0,4.76,3.91,13.7,1.02,0.147,0.217,0.208,0.1,0.0,0.0,50.0,0.2,20.8,0.2,16.7,0.0
374,Stanley Johnson,TOR,38.2,0.7,32.8,0.7,80.0,0.9,1.9,0,-6.4,12.7,1.65,22.3,2.7,12.8,13.5,13.0,101.77,5.6,2122.0,111.7,18.9,26.9,15.4,5.8,15.3,0.044,41.2,3.0,10.9,16.4,20.6,95.6,4.4,64.0,36.0,0.6,33.3,33.0,1.3,70.7,16.1,0.4,64.2,6.6,0.4,41.8,0.3,85.0,50.0,0.9,37.1,0.2,9.3,9.3,7.1,48.3,0.1,47.5,9.1,0.8,0.1,0.0,75.0,40.4,48.9,0.0,6.4,8.5,4.3,19.6,0.1,7.4,0.2,0.1,33.3,4.66,4.03,12.9,1.56,0.172,0.118,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,33.3
